id 966   email user966@t.y 
Activity log: 
1) delete record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
2) create record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
3) log in  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
4) log in  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
5) log in  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
6) log out  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
7) create record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
8) delete record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
9) delete record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
10) create record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
11) delete record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
12) delete record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
13) log out  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
14) create record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
15) log in  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
16) create record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
17) create record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
18) delete record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
19) log out  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
20) delete record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
21) log out  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
22) log in  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
23) create record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
24) log out  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
25) create record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
26) create record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
27) log out  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
28) delete record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
29) log in  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
30) create record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
31) delete record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
32) create record  2024-08-02 19:45:50.1717611 +0500 PKT m=+0.955784601 
